epoch,acc,loss,val_acc,val_loss
55,1.0,5.024952994037847e-05,1.0,1.2790170356830848e-05
56,0.9937888198757764,0.10015885627981108,1.0,1.1903357621382124e-05
57,1.0,8.523407739650909e-05,1.0,1.6956366952009765e-05
58,1.0,4.0115258925514904e-05,1.0,1.8301361602165603e-05
59,1.0,6.735260162355169e-05,1.0,2.1394903056456574e-05
60,1.0,3.669317992505484e-05,1.0,2.443385580720912e-05
61,1.0,1.2367717583422304e-05,1.0,1.980904271476902e-05
62,1.0,2.5105924759240966e-05,1.0,2.3175882233772427e-05
63,1.0,1.458056641300214e-05,1.0,2.433224123836096e-05
64,1.0,2.1585470428185658e-05,1.0,3.3305425001474626e-05
65,1.0,3.9186887587769213e-05,1.0,4.225420301996304e-05
66,0.9937888198757764,0.10012495831310929,1.0,3.390975242447374e-05
67,1.0,1.6214730947002274e-05,1.0,3.936498999662165e-05
68,1.0,2.1954732327101664e-05,1.0,2.9156671163426448e-05
69,1.0,8.764561283510658e-06,1.0,2.8924730213475413e-05
70,1.0,3.8870827027707215e-05,1.0,2.9227794116845222e-05
71,1.0,2.1612651824102332e-05,1.0,2.8833688390607548e-05
72,0.9937888198757764,0.10013430658682693,1.0,2.3501079444291204e-05
73,1.0,1.2696176386556946e-05,1.0,2.9174524336537746e-05
74,1.0,8.570264970034886e-06,1.0,2.5885676274940904e-05
75,1.0,6.529069384525432e-05,1.0,3.255720210810458e-05
76,1.0,2.973881299415267e-05,1.0,4.2675673622787664e-05
77,1.0,1.502593871509887e-05,1.0,5.082998276131028e-05
78,1.0,1.0237685104367889e-05,1.0,5.891002749974307e-05
79,1.0,8.553057149508209e-06,1.0,7.085496633538111e-05
80,1.0,4.905910093515225e-06,1.0,6.819266350898293e-05
81,1.0,1.0173152964173213e-05,1.0,6.726905849063769e-05
82,1.0,5.317951369358231e-06,1.0,5.227066202288759e-05
83,1.0,1.0177396745538182e-05,1.0,4.2563696842989886e-05
84,1.0,8.4892611464165e-06,1.0,3.518216425228664e-05
85,1.0,1.1430180437158647e-05,1.0,3.870105938403867e-05
86,1.0,1.572368768492273e-05,1.0,4.180738724244293e-05
87,1.0,4.922428459358358e-05,1.0,4.523804041777372e-05
88,0.9937888198757764,0.10012112061749068,1.0,3.5890192598994225e-05
89,1.0,8.186459918594809e-05,1.0,3.0615528937362664e-05
90,1.0,5.566188921048559e-06,1.0,3.3551453036904735e-05
91,0.9937888198757764,0.10011789143348138,1.0,2.7315499495931103e-05
92,1.0,8.281228276887982e-06,1.0,1.1936897629181788e-05
93,1.0,7.098642764473529e-06,1.0,1.6111969775270804e-05
94,1.0,8.068489164241409e-05,1.0,2.1379600184445735e-05
95,1.0,3.87299682513486e-06,1.0,1.98892057077111e-05
96,1.0,9.624383519766671e-06,1.0,2.0827832928002214e-05
97,1.0,4.924518016171374e-06,1.0,1.864365684533758e-05
98,1.0,6.401913711046692e-06,1.0,1.3060151390423666e-05
99,1.0,3.227638647967555e-06,1.0,1.5439625167346092e-05
100,1.0,6.487942526786587e-06,1.0,1.6796558156784158e-05
101,1.0,2.529756801532667e-06,1.0,1.5238470950862393e-05
102,1.0,7.594600811642674e-06,1.0,1.3866338771809491e-05
103,1.0,3.695575581403697e-06,1.0,1.4652953827213164e-05
104,1.0,1.6756179411776773e-06,1.0,1.3349906969649185e-05
105,0.9937888198757764,0.10011849521612495,1.0,9.786458407948625e-06
106,1.0,1.5615840097730735e-06,1.0,9.991779916163068e-06
107,0.9937888198757764,0.10012302793010525,1.0,7.5620414593556364e-06
108,1.0,8.205817359868453e-06,1.0,9.268452205495643e-06
109,1.0,7.071523135110081e-06,1.0,1.0872811981244012e-05
110,1.0,2.7470636473092766e-06,1.0,1.3433479970054968e-05
111,1.0,1.7478009598179772e-06,1.0,1.0839590010748777e-05
112,1.0,4.057876784073945e-06,1.0,9.776269897494266e-06
113,1.0,3.0937854700335726e-05,1.0,1.4591706505078556e-05
114,1.0,2.5471218686091487e-06,1.0,1.5781511449729024e-05
115,1.0,3.5620231423773356e-06,1.0,2.0348228164428813e-05
116,1.0,8.802072019769676e-06,1.0,2.1952002420480963e-05
117,1.0,1.4068308086236233e-06,1.0,1.713769519743177e-05
118,1.0,2.0341652896873536e-05,1.0,1.8115387969633696e-05
119,1.0,5.078233783264978e-06,1.0,2.2716791603930427e-05
120,1.0,1.3701765791141873e-06,1.0,1.8762411322573567e-05
121,1.0,2.676338650358556e-06,1.0,2.1537533497654034e-05
122,1.0,1.4827296102357818e-06,1.0,1.9736785842334418e-05
123,1.0,1.6119385172298213e-06,1.0,2.1988505237199466e-05
124,1.0,3.167731881480113e-06,1.0,2.1626202150011004e-05
125,1.0,1.4290513798120646e-06,1.0,2.0659280705461113e-05
126,1.0,5.149078155632083e-06,1.0,2.3854307944150474e-05
127,1.0,1.3046484122932558e-06,1.0,2.336562301934464e-05
128,0.9937888198757764,0.10011364401495106,1.0,1.747098259719288e-05
129,1.0,9.872588366366466e-06,1.0,2.0568199644393255e-05
130,1.0,3.6896412838231023e-06,1.0,2.2041580229727385e-05
131,1.0,2.4572395916062665e-06,1.0,1.669191502904661e-05
132,1.0,1.7507717254031988e-06,1.0,1.641147015496764e-05
133,1.0,1.1188014627699468e-06,1.0,1.822883374578461e-05
134,1.0,2.185053589791638e-06,1.0,1.5152611409316056e-05
135,1.0,2.3272115631790196e-06,1.0,1.1870703929162119e-05
136,1.0,2.2620639492778373e-06,1.0,1.1426755346682122e-05
137,1.0,1.4819897560675137e-06,1.0,1.4235524914900971e-05
138,0.9937888198757764,0.10011371250248371,1.0,1.0463945181982126e-05
139,1.0,4.791973952562686e-06,1.0,8.935441324605822e-06
140,1.0,1.872589982417029e-06,1.0,7.2392588858097696e-06
141,1.0,2.537902111802966e-06,1.0,7.048432488383177e-06
142,0.9937888198757764,0.10012195646960712,1.0,5.370362311753395e-06
143,1.0,1.2891003913521373e-06,1.0,6.417228080733496e-06
144,0.9937888198757764,0.10011417899218511,1.0,4.662562300187087e-06
145,1.0,2.298744898724785e-06,1.0,5.167650260773371e-06
146,1.0,8.552012067452807e-07,1.0,6.002401804445461e-06
147,1.0,2.6119556672949716e-06,1.0,5.32181522560547e-06
148,1.0,2.422799083499017e-06,1.0,5.04584607889618e-06
149,0.9937888198757764,0.10011415862343552,1.0,3.6737272759117853e-06
150,1.0,4.8042776363520786e-05,1.0,4.780954649114782e-06
151,1.0,1.935173126307124e-06,1.0,5.5279573059254156e-06
152,1.0,1.5578885859248494e-06,1.0,5.559473064360126e-06
153,1.0,1.4590306299889495e-06,1.0,6.136998769891631e-06
154,1.0,8.83707668654012e-07,1.0,7.044214018086287e-06
155,1.0,1.150268358178126e-06,1.0,8.290545643571282e-06
156,1.0,3.6257462729121956e-06,1.0,7.309993575940358e-06
157,1.0,1.0489657767204747e-05,1.0,9.646890423807365e-06
158,1.0,1.907416246205645e-06,1.0,8.865604955384958e-06
159,1.0,6.846368831154818e-05,1.0,1.5763898837966345e-05
160,1.0,7.530224088504724e-07,1.0,2.6334396755243818e-05
161,1.0,9.65527710101404e-07,1.0,3.065612557163279e-05
162,0.9937888198757764,0.10011453306600268,1.0,2.065917299530286e-05
163,1.0,2.453134957281634e-06,1.0,2.6666471408784023e-05
164,1.0,7.10633193773023e-06,1.0,2.862334015714753e-05
165,1.0,2.813092307369883e-06,1.0,2.1501638873035386e-05
166,1.0,9.623693382759088e-06,1.0,2.1542519360601934e-05
167,1.0,1.0851089434419625e-06,1.0,1.8230142826983605e-05
168,0.9937888198757764,0.10011423567432401,1.0,1.1985111853261645e-05
169,1.0,2.0429001299835534e-06,1.0,1.4182989369666237e-05
170,1.0,1.9022076491350874e-06,1.0,1.3796041002933634e-05
171,1.0,1.03699681494406e-06,1.0,1.0840671854696536e-05
172,1.0,1.6745201697745665e-06,1.0,9.469712949794484e-06
173,1.0,1.6319576875623159e-06,1.0,8.81538098838064e-06
174,1.0,4.691147618481697e-06,1.0,1.002949477749228e-05
175,1.0,1.165455287126499e-06,1.0,1.3517313462736119e-05
176,1.0,6.475088441244586e-07,1.0,1.5134101145771898e-05
177,1.0,1.7926835912596278e-06,1.0,1.7683643311881626e-05
178,1.0,1.0140329323776765e-06,1.0,1.951739178756335e-05
179,1.0,1.0517947569628095e-06,1.0,1.7234301841589122e-05
180,1.0,7.907864196123109e-07,1.0,1.537866151660897e-05
181,1.0,5.971619091996844e-07,1.0,1.811830174379533e-05
182,1.0,1.369080598455303e-06,1.0,1.358715855011334e-05
183,1.0,2.369481131606945e-06,1.0,1.4822972155213523e-05
184,1.0,1.3554088311897296e-06,1.0,1.737838970906783e-05
185,1.0,9.944059943456512e-07,1.0,2.0114122591101998e-05
186,1.0,1.975526169086033e-06,1.0,2.2093116747003348e-05
187,1.0,2.697281511418821e-06,1.0,1.844654794435233e-05
188,1.0,8.985251224410841e-07,1.0,2.1720449889731492e-05
189,1.0,6.923075252508108e-07,1.0,2.0632424288383587e-05
190,0.9937888198757764,0.1001136676993568,1.0,1.372183933199267e-05
191,1.0,9.588776006472665e-07,1.0,1.7855721060706336e-05
192,1.0,1.0003298581578345e-06,1.0,1.7619606413583304e-05
193,1.0,2.0525911858143876e-06,1.0,1.4684052192543666e-05
194,0.9937888198757764,0.10011527020584332,1.0,9.962216699932469e-06
195,0.9937888198757764,0.10011282840929107,1.0,6.71969954575096e-06
196,1.0,1.0066205675053335e-06,1.0,6.130222871953655e-06
197,0.9937888198757764,0.10011342965227521,1.0,4.234175776218763e-06
198,1.0,2.222165823320877e-06,1.0,4.53057661746113e-06
199,1.0,4.7128489085330695e-07,1.0,5.178765643774698e-06
200,1.0,9.118508467442569e-07,1.0,3.683973968041495e-06
201,1.0,4.5610621797019256e-07,1.0,3.764031823396051e-06
202,1.0,4.661017257401864e-07,1.0,3.912226423251143e-06
203,1.0,5.083077199235547e-07,1.0,3.8108739967615943e-06
204,1.0,6.212240631088128e-07,1.0,4.44029231273037e-06
205,1.0,5.438473269572377e-07,1.0,5.054407886616121e-06
206,1.0,1.019970627853073e-06,1.0,4.162630570395517e-06
207,1.0,4.339435058177401e-06,1.0,5.189836714894877e-06
208,1.0,1.360935903929864e-06,1.0,5.542472886840447e-06
209,0.9937888198757764,0.10011323009812202,1.0,3.7538117534755397e-06
210,1.0,1.813014249404891e-06,1.0,3.699301994077229e-06
211,1.0,8.714962561296443e-07,1.0,3.5085237608914862e-06
212,1.0,8.485404912271519e-07,1.0,3.5502543531557812e-06
213,0.9937888198757764,0.10011432412352547,1.0,2.5938457188853397e-06
214,1.0,8.848251495416848e-07,1.0,2.9489797920437662e-06
215,1.0,3.761392691531452e-07,1.0,3.043511800829687e-06
216,1.0,4.798002920297673e-07,1.0,3.8619727222664685e-06
217,1.0,8.892692287553535e-07,1.0,4.247795953103508e-06
218,1.0,9.833081394538607e-07,1.0,3.7214415507540772e-06
219,1.0,1.4808829914000226e-06,1.0,2.575962103687094e-06
220,0.9937888198757764,0.10011360778128942,1.0,1.9014871213585138e-06
221,1.0,7.693122215790066e-07,1.0,1.800998883741808e-06
222,1.0,3.461515143534434e-07,1.0,1.3879854642644724e-06
223,1.0,5.397755587206482e-07,1.0,1.7592710719327442e-06
224,0.9937888198757764,0.10011283470325427,1.0,1.2576970740545741e-06
225,1.0,3.7021564824948464e-07,1.0,1.0507704116337533e-06
226,1.0,1.3005879054087656e-06,1.0,1.353922964751421e-06
227,1.0,4.1390146657461555e-07,1.0,1.921924987462782e-06
228,1.0,6.871257328532959e-07,1.0,2.1952888476204993e-06
229,1.0,6.471387701654037e-07,1.0,2.516348039145149e-06
230,1.0,1.1461966746770679e-06,1.0,2.444811239651504e-06
231,0.9937888198757764,0.10011404130425108,1.0,1.778858118736285e-06
232,1.0,4.986815771586713e-07,1.0,2.0743606130833673e-06
233,1.0,1.0154480021119441e-05,1.0,1.7805598352944278e-06
234,1.0,9.507205206116806e-07,1.0,1.8972273470093828e-06
235,1.0,5.930871554478783e-07,1.0,1.6775188409415673e-06
236,1.0,3.931692213262361e-07,1.0,1.4944305153871289e-06
237,0.9937888198757764,0.10011570415423103,1.0,1.0345906957809348e-06
238,1.0,7.089666154244064e-07,1.0,1.0967533203906246e-06
239,1.0,3.316360178120523e-06,1.0,8.54916158589601e-07
240,1.0,7.83854998840303e-05,1.0,1.6093933741753323e-06
241,1.0,5.671713327067929e-07,1.0,4.413044955851677e-06
242,1.0,1.1725202476189067e-06,1.0,6.095318855971397e-06
243,1.0,1.6038312814582174e-06,1.0,1.0323570118738903e-05
244,1.0,1.8385941946228047e-06,1.0,1.1641799171359578e-05
245,1.0,1.1732477529957584e-06,1.0,1.7595268361349425e-05
246,1.0,1.2735583244943458e-06,1.0,1.820823341144465e-05
247,1.0,1.522720928329979e-06,1.0,1.4232551783217267e-05
248,1.0,1.6375865389735177e-06,1.0,1.6188714815663324e-05
249,1.0,2.252958286039926e-06,1.0,1.0660139332685504e-05
250,1.0,2.1807889832576135e-06,1.0,1.289706353548224e-05
251,1.0,4.113837665429979e-06,1.0,1.2877460910333736e-05
252,1.0,1.1588063724433517e-06,1.0,1.446608871447097e-05
253,1.0,8.762425411465522e-06,1.0,1.0862076935934186e-05
254,1.0,2.348029377191344e-06,1.0,9.463825582705405e-06
255,1.0,1.4349864823802055e-06,1.0,1.1891439200033865e-05
256,1.0,4.15876142184945e-06,1.0,9.261047320511093e-06
257,1.0,4.0797876363920986e-07,1.0,9.716877593746176e-06
258,1.0,1.0795370579542504e-05,1.0,6.720561850670493e-06
259,1.0,4.828669620571406e-06,1.0,3.912231438464784e-06
260,1.0,5.249688268027933e-07,1.0,3.0469227437736532e-06
261,1.0,2.8839801611569704e-07,1.0,1.04992043036743e-06
262,1.0,2.476741367579521e-07,1.0,1.3292300211885178e-06
263,1.0,3.760620939290319e-06,1.0,1.5974742252313132e-06
264,0.9937888198757764,0.1001129446584776,1.0,1.0924979765799696e-06
265,1.0,6.075262424919066e-07,1.0,1.4995437140896684e-06
266,1.0,3.3393487647131706e-07,1.0,1.25429276392554e-06
267,1.0,5.760612169144495e-07,1.0,1.1691372882134082e-06
268,1.0,1.2372976406861131e-06,1.0,1.4552618722518674e-06
269,1.0,4.960911583034064e-07,1.0,1.09675569157324e-06
270,1.0,2.9580228874480854e-07,1.0,1.0916463127484478e-06
271,1.0,1.8378758406833248e-06,1.0,9.341105526670747e-07
272,1.0,6.678705154741489e-07,1.0,1.1086770557864967e-06
273,1.0,3.628114744784929e-07,1.0,1.2253392664466185e-06
274,1.0,4.0507132842703895e-05,1.0,6.36925934876282e-07
275,1.0,7.110140559774613e-06,1.0,4.0190770310541014e-07
276,1.0,6.786141730209176e-07,1.0,3.36341677861388e-07
277,1.0,8.563183402172755e-07,1.0,3.5933235916932714e-07
278,1.0,0.00013518579025187366,1.0,6.939788363524713e-07
279,1.0,6.253002262949549e-07,1.0,1.0592881283498302e-06
280,1.0,6.137850912002267e-06,1.0,2.173152389722028e-06
281,1.0,4.507055801665606e-06,1.0,2.0965064192880944e-06
282,1.0,7.535964286614248e-05,1.0,1.822290732889087e-06
283,1.0,5.131228080116393e-07,1.0,1.9687629706563064e-06
284,1.0,4.039065491288226e-07,1.0,2.1714424097548805e-06
285,1.0,2.5952137009172015e-07,1.0,2.3809363808270842e-06
286,1.0,2.2435059987833624e-07,1.0,2.5963961434172234e-06
287,1.0,3.272707093925498e-07,1.0,3.162738208370034e-06
288,1.0,3.4837358785449026e-07,1.0,2.58958184531366e-06
289,0.9937888198757764,0.10011264626303877,1.0,1.8197329869248538e-06
290,1.0,3.683651598244662e-07,1.0,1.9551339326946098e-06
291,1.0,2.461933777008283e-07,1.0,2.439696079038965e-06
292,1.0,1.1169548354606343e-06,1.0,2.2642637239706734e-06
293,1.0,2.3397617491516047e-07,1.0,2.176547611400435e-06
294,1.0,1.9880565043481707e-07,1.0,2.564883165437745e-06
295,1.0,5.631017252262496e-07,1.0,2.9787764300895754e-06
296,1.0,5.009028852154194e-07,1.0,2.6653750020549132e-06
297,1.0,2.7840278514843855e-07,1.0,3.0375416632263553e-06
298,1.0,8.185546316788317e-07,1.0,3.686510646210601e-06
299,0.9937888198757764,0.10015808209031127,1.0,2.0224096975393226e-06
300,1.0,5.142313549498038e-07,1.0,1.2653598722473752e-06
301,1.0,6.07530696756331e-07,1.0,1.0780189833375126e-06
302,1.0,2.3397624270358544e-07,1.0,9.213356796473298e-07
303,1.0,2.2398039599146676e-07,1.0,9.017503608837225e-07
304,1.0,2.224994561652097e-07,1.0,6.777985748028316e-07
305,1.0,2.507044103326e-06,1.0,6.565104935621743e-07
306,1.0,1.2354414354372548e-06,1.0,5.057920069313176e-07
307,1.0,4.331544158660436e-07,1.0,4.810981538737126e-07
308,1.0,7.171140017152205e-07,1.0,4.43631682043945e-07
309,1.0,2.498956707761168e-07,1.0,3.823230729592199e-07
310,1.0,4.4722409553719585e-07,1.0,4.31710584182708e-07
311,1.0,2.2694206662967055e-07,1.0,4.4363173401507083e-07
312,1.0,4.794312998609943e-07,1.0,5.492193395184586e-07
313,1.0,4.305643726716338e-07,1.0,4.180864574924012e-07
314,1.0,3.2467968044146015e-07,1.0,4.2404699992662896e-07
315,1.0,3.883570537894608e-07,1.0,4.0190778755848963e-07
316,1.0,7.833854488443993e-07,1.0,4.2660159514135946e-07
317,1.0,4.80912957114749e-07,1.0,4.231955829579549e-07
318,0.9937888198757764,0.10011272734071505,1.0,3.031331419021756e-07
319,1.0,3.8280400113545393e-07,1.0,3.550749754919837e-07
320,1.0,2.89878995485202e-07,1.0,3.6955059710765325e-07
321,1.0,5.590335526007016e-07,1.0,4.7598936622047663e-07
322,1.0,2.513763902899927e-07,1.0,4.751378193239881e-07
323,1.0,3.846546816276765e-07,1.0,5.381498795031803e-07
324,1.0,3.409687785670143e-07,1.0,3.7465963162373683e-07
325,1.0,2.7803203048061614e-07,1.0,3.6529303802776015e-07
326,1.0,6.404777552483978e-07,1.0,3.448569129562072e-07
327,1.0,2.450476891227278e-06,1.0,3.661445654350765e-07
328,1.0,2.2731234677851812e-07,1.0,3.542234415882766e-07
329,1.0,3.361562381939016e-07,1.0,3.8828375831404367e-07
330,1.0,2.887684148942883e-07,1.0,4.776923365820299e-07
331,1.0,4.379673093038697e-07,1.0,5.13455916006933e-07
332,1.0,2.3952954673966826e-07,1.0,4.3341374943598306e-07
333,1.0,2.8432568015104837e-07,1.0,5.296347678397849e-07
334,1.0,2.695171631380024e-07,1.0,5.338923918835852e-07
335,1.0,2.8395565703331214e-07,1.0,6.258563709187521e-07
336,1.0,2.380486040888935e-07,1.0,6.284108816804032e-07
337,1.0,2.247207952916526e-07,1.0,6.795021818106762e-07
338,1.0,9.385135990704675e-07,1.0,7.731700536948795e-07
339,0.9937888198757764,0.10011271623448548,1.0,5.534772429070602e-07
340,1.0,1.9769501617806697e-07,1.0,5.994592681547926e-07
341,1.0,1.7622248461021e-07,1.0,5.875380208765688e-07
342,1.0,2.80993797152422e-07,1.0,6.726901054727413e-07
343,1.0,1.8769920618467849e-07,1.0,6.207472649423705e-07
344,1.0,4.727683473248413e-07,1.0,5.517742790418977e-07
345,1.0,2.4514691358243237e-06,1.0,5.679530659108423e-07
346,1.0,8.496604350942655e-07,1.0,6.284110700757343e-07
347,1.0,1.8362681090515794e-07,1.0,6.105290919679517e-07
348,1.0,2.484146659859525e-07,1.0,7.152664888313406e-07
349,1.0,3.468927779560477e-07,1.0,6.284111610252044e-07
350,1.0,2.8136391912827795e-07,1.0,7.680611620993918e-07
351,1.0,2.2805274042966855e-07,1.0,6.062716758086546e-07
352,1.0,8.626184467351867e-07,1.0,5.756169230153318e-07
353,1.0,2.987644113058455e-07,1.0,5.705077520750429e-07
354,1.0,3.976136281839589e-07,1.0,4.5981072876851874e-07
355,1.0,4.927588092593583e-07,1.0,4.4022592321977884e-07
356,1.0,2.299037711620868e-07,1.0,3.618871167938258e-07
357,1.0,2.0324824395217168e-07,1.0,4.1808666537690444e-07
358,1.0,3.3726783843570765e-07,1.0,5.432591803712837e-07
359,1.0,2.794515471355621e-06,1.0,4.4448350828523484e-07
360,1.0,2.554489578650934e-07,1.0,4.615137251156349e-07
361,1.0,2.8432574229043793e-07,1.0,5.636955588020751e-07
362,1.0,3.128326391748962e-07,1.0,5.168621815495758e-07
363,1.0,2.2324001928742257e-07,1.0,4.802470747173564e-07
364,1.0,3.8502541369935724e-07,1.0,4.419290235091466e-07
365,1.0,3.598507613517919e-07,1.0,4.5129564958707696e-07
366,1.0,3.902084545336987e-07,1.0,4.155321741044255e-07
367,1.0,4.07238132728572e-07,1.0,3.8572934499825353e-07
368,1.0,1.0232852925917552e-06,1.0,4.3511691468925816e-07
369,0.9937888198757764,0.10011256296453461,1.0,3.354904168060914e-07
370,1.0,2.4212132983698576e-07,1.0,3.423024541656819e-07
371,0.9937888198757764,0.10011277324795442,1.0,2.622610541688378e-07
372,1.0,1.8399708540497013e-07,1.0,3.3889647446423104e-07
373,1.0,4.3463512125733095e-07,1.0,3.9168994589999786e-07
374,1.0,2.5322752835408384e-07,1.0,4.1978971369514643e-07
375,1.0,2.3064455177216315e-07,1.0,4.529986394378024e-07
376,1.0,3.098708866256789e-07,1.0,5.049409667533058e-07
377,1.0,4.835047910533853e-07,1.0,5.372985339948043e-07
378,1.0,6.945333355887844e-07,1.0,5.441107077786001e-07
379,1.0,2.6063213992532023e-07,1.0,4.896136488241609e-07
380,1.0,7.974624072976835e-07,1.0,5.653985096744561e-07
381,1.0,3.583697763332515e-07,1.0,6.09677525582291e-07
382,1.0,6.715775311430441e-07,1.0,7.774277362061964e-07
383,1.0,4.457417010843195e-07,1.0,7.884975470265739e-07
384,1.0,2.1324420364499867e-07,1.0,8.515108220308321e-07
385,1.0,3.591098847081135e-07,1.0,8.591745232219442e-07
386,1.0,2.6322338353975564e-07,1.0,6.675809150432802e-07
387,1.0,2.2101863214417863e-07,1.0,6.667293746431823e-07
388,1.0,2.1398454927934808e-07,1.0,7.263360917672149e-07
389,1.0,2.9024922196821316e-07,1.0,8.668383413480894e-07
390,1.0,1.8288638900883045e-07,1.0,7.569909095244449e-07
391,1.0,1.640053722091088e-07,1.0,7.246328160752975e-07
392,1.0,2.262017379424274e-07,1.0,7.884972481926005e-07
393,1.0,3.1992065386629524e-06,1.0,7.612483581656956e-07
394,1.0,3.1431366091216677e-07,1.0,7.620998271054954e-07
395,1.0,3.779917545121828e-07,1.0,9.111176366007255e-07
396,1.0,1.588223596199444e-07,1.0,1.0311843977563382e-06
397,1.0,2.424911863081773e-07,1.0,9.170784778689267e-07
398,1.0,2.6581480227428893e-07,1.0,9.724283115377017e-07
399,1.0,3.6836524738451513e-07,1.0,1.0422544814251264e-06
